year,month,업종중분류명,업체명,방문자수,순위
2024,9,음식,강강술래/늘봄농원점,149.0,1
2024,9,음식,금수강산,41.0,2
2024,9,음식,일미정,35.0,3
2024,9,음식,제주묵돈,35.0,4
2024,9,음식,한우만,33.0,5
2024,9,음식,스타벅스/고양DT점,27.0,6
2024,9,음식,산아래메밀집,26.0,7
2024,9,음식,행주산성원조국수집,19.0,8
2024,9,음식,앙떼떼페레,17.0,9
2024,9,음식,솔향기쭈꾸미,17.0,10
2024,9,쇼핑,스타필드/고양,188.0,1
2024,9,쇼핑,원당시장,31.0,2
2024,9,쇼핑,롯데마트/고양점,27.0,3
2024,9,쇼핑,이마트/화정점,14.0,4
2024,9,쇼핑,하나로마트/삼송점,12.0,5
2024,9,쇼핑,트레이더스 홀세일 클럽/고양점,7.0,6
2024,9,쇼핑,세이브존/화정점,6.0,7
2024,9,쇼핑,롯데마트/화정점,3.0,8
2024,9,쇼핑,광성프라자,2.0,9
2024,9,쇼핑,능곡전통시장,1.0,10
2024,9,문화관광,테마파크쥬쥬,22.0,1
2024,9,문화관광,훼릭스야구장,16.0,2
2024,9,문화관광,고양어울림누리,9.0,3
2024,9,문화관광,고양어린이박물관,7.0,4
2024,9,문화관광,행주산성역사공원,4.0,5
2024,9,문화관광,통일워터파크,3.0,6
2024,9,문화관광,고양한강평화공원,3.0,7
2024,9,문화관광,성사체육공원,3.0,8
2024,9,문화관광,고양어울림누리/어울림극장,2.0,9
2024,9,문화관광,충장근린체육공원,2.0,10
