SEQ_NO,ALL_KWRD_RANK_CO,SRCHWRD_NM,UPPER_CTGRY_NM,LWPRT_CTGRY_NM,AREA_NM,MOBILE_SCCNT_VALUE,PC_SCCNT_VALUE,SCCNT_SM_VALUE,SCCNT_DE
"0","1","부산여행","여행","국내여행","부산광역시","1156","530","1686","20241114"
"1","2","경주여행","여행","국내여행","경상북도","779","401","1180","20241114"
"2","3","제주여행","여행","국내여행","제주특별자치도","747","295","1042","20241114"
"3","4","여수여행","여행","국내여행","전라남도","646","290","936","20241114"
"4","5","군산여행","여행","국내여행","전라북도","698","205","903","20241114"
"5","6","강릉여행","여행","국내여행","강원도","529","275","804","20241114"
"6","7","속초여행","여행","국내여행","강원도","519","204","723","20241114"
"7","8","전주여행","여행","국내여행","전라북도","492","189","681","20241114"
"8","9","대구여행","여행","국내여행","대구광역시","408","140","548","20241114"
"9","10","대전여행","여행","국내여행","대전광역시","354","140","494","20241114"
